FID,gid,name,state_name,amch4t
biogas_methane_pot_animal_manure.1311,1311,Wayne,Michigan,2.45257054
biogas_methane_pot_animal_manure.2043,2043,Allen,Ohio,1274.32627
biogas_methane_pot_animal_manure.2044,2044,Ashland,Ohio,577.622451
biogas_methane_pot_animal_manure.2045,2045,Ashtabula,Ohio,307.490694
biogas_methane_pot_animal_manure.2046,2046,Athens,Ohio,56.5728898
biogas_methane_pot_animal_manure.2047,2047,Auglaize,Ohio,2053.56993
biogas_methane_pot_animal_manure.2048,2048,Belmont,Ohio,42.6805604
biogas_methane_pot_animal_manure.2052,2052,Champaign,Ohio,555.725417
biogas_methane_pot_animal_manure.2053,2053,Clark,Ohio,360.174078
biogas_methane_pot_animal_manure.2055,2055,Clinton,Ohio,369.514259
biogas_methane_pot_animal_manure.2058,2058,Crawford,Ohio,1256.60006
biogas_methane_pot_animal_manure.2059,2059,Cuyahoga,Ohio,0
biogas_methane_pot_animal_manure.2060,2060,Darke,Ohio,4813.96036
biogas_methane_pot_animal_manure.2061,2061,Defiance,Ohio,389.594026
biogas_methane_pot_animal_manure.2065,2065,Fayette,Ohio,62.7043846
biogas_methane_pot_animal_manure.2067,2067,Fulton,Ohio,861.502315
biogas_methane_pot_animal_manure.2069,2069,Geauga,Ohio,144.691936
biogas_methane_pot_animal_manure.2070,2070,Greene,Ohio,439.715079
biogas_methane_pot_animal_manure.2071,2071,Guernsey,Ohio,198.719885
biogas_methane_pot_animal_manure.2073,2073,Hancock,Ohio,694.197403
biogas_methane_pot_animal_manure.2074,2074,Hardin,Ohio,1197.19991
biogas_methane_pot_animal_manure.2075,2075,Harrison,Ohio,43.436138
biogas_methane_pot_animal_manure.2076,2076,Henry,Ohio,283.749478
biogas_methane_pot_animal_manure.2078,2078,Hocking,Ohio,0.0122327
biogas_methane_pot_animal_manure.2087,2087,Logan,Ohio,461.399164
biogas_methane_pot_animal_manure.2092,2092,Marion,Ohio,1080.66631
biogas_methane_pot_animal_manure.2095,2095,Mercer,Ohio,6356.35336
biogas_methane_pot_animal_manure.2096,2096,Miami,Ohio,271.581443
biogas_methane_pot_animal_manure.2097,2097,Monroe,Ohio,71.2383177
biogas_methane_pot_animal_manure.2098,2098,Montgomery,Ohio,176.904483
biogas_methane_pot_animal_manure.2099,2099,Morgan,Ohio,133.75749
biogas_methane_pot_animal_manure.2100,2100,Morrow,Ohio,709.326616
biogas_methane_pot_animal_manure.2104,2104,Paulding,Ohio,560.367218
biogas_methane_pot_animal_manure.2109,2109,Preble,Ohio,1005.81035
biogas_methane_pot_animal_manure.2111,2111,Richland,Ohio,667.235897
biogas_methane_pot_animal_manure.2112,2112,Ross,Ohio,84.002414
biogas_methane_pot_animal_manure.2113,2113,Sandusky,Ohio,145.541686
biogas_methane_pot_animal_manure.2115,2115,Seneca,Ohio,879.636989
biogas_methane_pot_animal_manure.2116,2116,Shelby,Ohio,1799.90681
biogas_methane_pot_animal_manure.2121,2121,Union,Ohio,739.811309
biogas_methane_pot_animal_manure.2122,2122,Van Wert,Ohio,648.943929
biogas_methane_pot_animal_manure.2126,2126,Wayne,Ohio,2557.76311
biogas_methane_pot_animal_manure.2127,2127,Williams,Ohio,651.168329
biogas_methane_pot_animal_manure.3017,3017,Marshall,West Virginia,13.7134204
biogas_methane_pot_animal_manure.3028,3028,Pleasants,West Virginia,0.48496548
biogas_methane_pot_animal_manure.3039,3039,Tyler,West Virginia,6.79349583
biogas_methane_pot_animal_manure.3043,3043,Wetzel,West Virginia,1.58995756
biogas_methane_pot_animal_manure.2996,2996,Brooke,West Virginia,6.09578462
biogas_methane_pot_animal_manure.3000,3000,Doddridge,West Virginia,1.55263868
biogas_methane_pot_animal_manure.3006,3006,Hancock,West Virginia,0
biogas_methane_pot_animal_manure.3026,3026,Ohio,West Virginia,33.5209379
biogas_methane_pot_animal_manure.597,597,Boone,Illinois,255.184303
biogas_methane_pot_animal_manure.603,603,Champaign,Illinois,352.460567
biogas_methane_pot_animal_manure.605,605,Clark,Illinois,953.868973
biogas_methane_pot_animal_manure.612,612,DeKalb,Illinois,3958.24418
biogas_methane_pot_animal_manure.625,625,Grundy,Illinois,77.4979696
biogas_methane_pot_animal_manure.639,639,Kankakee,Illinois,776.129337
biogas_methane_pot_animal_manure.640,640,Kendall,Illinois,476.710055
biogas_methane_pot_animal_manure.608,608,Coles,Illinois,179.896534
biogas_methane_pot_animal_manure.609,609,Cook,Illinois,0
biogas_methane_pot_animal_manure.613,613,De Witt,Illinois,216.915171
biogas_methane_pot_animal_manure.614,614,Douglas,Illinois,115.41087
biogas_methane_pot_animal_manure.615,615,DuPage,Illinois,0
biogas_methane_pot_animal_manure.616,616,Edgar,Illinois,0
biogas_methane_pot_animal_manure.620,620,Ford,Illinois,1050.42152
biogas_methane_pot_animal_manure.638,638,Kane,Illinois,662.808607
biogas_methane_pot_animal_manure.631,631,Iroquois,Illinois,1111.00841
biogas_methane_pot_animal_manure.642,642,Lake,Illinois,2.34790017
biogas_methane_pot_animal_manure.643,643,La Salle,Illinois,230.281401
biogas_methane_pot_animal_manure.646,646,Livingston,Illinois,2998.16575
biogas_methane_pot_animal_manure.649,649,McHenry,Illinois,587.580666
biogas_methane_pot_animal_manure.650,650,McLean,Illinois,1266.33657
biogas_methane_pot_animal_manure.651,651,Macon,Illinois,248.048748
biogas_methane_pot_animal_manure.663,663,Moultrie,Illinois,88.0382007
biogas_methane_pot_animal_manure.667,667,Piatt,Illinois,168.841645
biogas_methane_pot_animal_manure.680,680,Shelby,Illinois,1051.29317
biogas_methane_pot_animal_manure.685,685,Vermilion,Illinois,262.751072
biogas_methane_pot_animal_manure.692,692,Will,Illinois,299.457669
biogas_methane_pot_animal_manure.1337,1337,Goodhue,Minnesota,1328.56449
biogas_methane_pot_animal_manure.1397,1397,Winona,Minnesota,939.459413
biogas_methane_pot_animal_manure.3047,3047,Adams,Wisconsin,11.9699512
biogas_methane_pot_animal_manure.3048,3048,Ashland,Wisconsin,21.2373884
biogas_methane_pot_animal_manure.3050,3050,Bayfield,Wisconsin,23.8209418
biogas_methane_pot_animal_manure.3078,3078,La Crosse,Wisconsin,228.096243
biogas_methane_pot_animal_manure.3108,3108,Trempealeau,Wisconsin,598.136357
biogas_methane_pot_animal_manure.3081,3081,Lincoln,Wisconsin,51.2941769
biogas_methane_pot_animal_manure.3083,3083,Marathon,Wisconsin,645.18023
biogas_methane_pot_animal_manure.3088,3088,Monroe,Wisconsin,265.25194
biogas_methane_pot_animal_manure.3090,3090,Oneida,Wisconsin,0.47560156
biogas_methane_pot_animal_manure.3093,3093,Pepin,Wisconsin,85.9336976
biogas_methane_pot_animal_manure.3094,3094,Pierce,Wisconsin,186.729066
biogas_methane_pot_animal_manure.3095,3095,Polk,Wisconsin,185.597114
biogas_methane_pot_animal_manure.3102,3102,St. Croix,Wisconsin,287.216435
biogas_methane_pot_animal_manure.1328,1328,Cook,Minnesota,0.13883598
biogas_methane_pot_animal_manure.1331,1331,Dakota,Minnesota,199.653979
biogas_methane_pot_animal_manure.1256,1256,Gogebic,Michigan,0.4282542
biogas_methane_pot_animal_manure.1295,1295,Ontonagon,Michigan,6.49367896
biogas_methane_pot_animal_manure.1321,1321,Carlton,Minnesota,28.2226495
biogas_methane_pot_animal_manure.1325,1325,Chisago,Minnesota,63.9895999
biogas_methane_pot_animal_manure.1332,1332,Dodge,Minnesota,1730.9894
biogas_methane_pot_animal_manure.1335,1335,Fillmore,Minnesota,1609.89586
biogas_methane_pot_animal_manure.1340,1340,Houston,Minnesota,337.910889
biogas_methane_pot_animal_manure.1350,1350,Lake,Minnesota,0
biogas_methane_pot_animal_manure.1362,1362,Mower,Minnesota,2923.67735
biogas_methane_pot_animal_manure.1367,1367,Olmsted,Minnesota,599.692917
biogas_methane_pot_animal_manure.1370,1370,Pine,Minnesota,109.251434
biogas_methane_pot_animal_manure.1374,1374,Ramsey,Minnesota,0
biogas_methane_pot_animal_manure.1381,1381,St. Louis,Minnesota,30.9477398
biogas_methane_pot_animal_manure.1391,1391,Wabasha,Minnesota,496.01889
biogas_methane_pot_animal_manure.1394,1394,Washington,Minnesota,20.2170404
biogas_methane_pot_animal_manure.3052,3052,Buffalo,Wisconsin,449.687948
biogas_methane_pot_animal_manure.3053,3053,Burnett,Wisconsin,42.1647704
biogas_methane_pot_animal_manure.3055,3055,Chippewa,Wisconsin,345.963697
biogas_methane_pot_animal_manure.3056,3056,Clark,Wisconsin,690.379954
biogas_methane_pot_animal_manure.3062,3062,Douglas,Wisconsin,7.4973236
biogas_methane_pot_animal_manure.3063,3063,Dunn,Wisconsin,323.794607
biogas_methane_pot_animal_manure.3064,3064,Eau Claire,Wisconsin,157.521133
biogas_methane_pot_animal_manure.3049,3049,Barron,Wisconsin,247.425697
biogas_methane_pot_animal_manure.3072,3072,Iron,Wisconsin,2.0128481
biogas_methane_pot_animal_manure.3073,3073,Jackson,Wisconsin,236.908412
biogas_methane_pot_animal_manure.3075,3075,Juneau,Wisconsin,103.753765
biogas_methane_pot_animal_manure.3110,3110,Vilas,Wisconsin,0.50961852
biogas_methane_pot_animal_manure.3085,3085,Marquette,Wisconsin,116.016401
biogas_methane_pot_animal_manure.3096,3096,Portage,Wisconsin,180.322786
biogas_methane_pot_animal_manure.3097,3097,Price,Wisconsin,37.2592015
biogas_methane_pot_animal_manure.3101,3101,Rusk,Wisconsin,116.905356
biogas_methane_pot_animal_manure.3104,3104,Sawyer,Wisconsin,23.3935078
biogas_methane_pot_animal_manure.3107,3107,Taylor,Wisconsin,174.094988
biogas_methane_pot_animal_manure.3112,3112,Washburn,Wisconsin,30.8114196
biogas_methane_pot_animal_manure.3116,3116,Waushara,Wisconsin,59.3651181
biogas_methane_pot_animal_manure.3118,3118,Wood,Wisconsin,213.771332
biogas_methane_pot_animal_manure.1353,1353,Lincoln,Minnesota,1180.24346
biogas_methane_pot_animal_manure.1354,1354,Lyon,Minnesota,1858.09128
biogas_methane_pot_animal_manure.1368,1368,Otter Tail,Minnesota,602.060347
biogas_methane_pot_animal_manure.1996,1996,Burleigh,North Dakota,6.20793925
biogas_methane_pot_animal_manure.1997,1997,Cass,North Dakota,153.615381
biogas_methane_pot_animal_manure.1998,1998,Cavalier,North Dakota,0.04608209
biogas_methane_pot_animal_manure.1999,1999,Dickey,North Dakota,224.64989
biogas_methane_pot_animal_manure.1396,1396,Wilkin,Minnesota,4.01917518
biogas_methane_pot_animal_manure.1398,1398,Wright,Minnesota,318.765629
biogas_methane_pot_animal_manure.1399,1399,Yellow Medicine,Minnesota,1517.3198
biogas_methane_pot_animal_manure.2003,2003,Emmons,North Dakota,18.4360118
biogas_methane_pot_animal_manure.2006,2006,Grand Forks,North Dakota,0
biogas_methane_pot_animal_manure.2022,2022,Pembina,North Dakota,0
biogas_methane_pot_animal_manure.2027,2027,Richland,North Dakota,39.4899131
biogas_methane_pot_animal_manure.2035,2035,Stutsman,North Dakota,8.53112288
biogas_methane_pot_animal_manure.2037,2037,Traill,North Dakota,0.38777809
biogas_methane_pot_animal_manure.2038,2038,Walsh,North Dakota,0.59009709
biogas_methane_pot_animal_manure.2362,2362,Beadle,South Dakota,1091.77042
biogas_methane_pot_animal_manure.2378,2378,Day,South Dakota,281.709698
biogas_methane_pot_animal_manure.2379,2379,Deuel,South Dakota,608.521915
biogas_methane_pot_animal_manure.2382,2382,Edmunds,South Dakota,789.717892
biogas_methane_pot_animal_manure.2398,2398,Kingsbury,South Dakota,200.215507
biogas_methane_pot_animal_manure.2402,2402,Lyman,South Dakota,11.348444
biogas_methane_pot_animal_manure.2403,2403,McCook,South Dakota,1235.78523
biogas_methane_pot_animal_manure.2409,2409,Minnehaha,South Dakota,1463.41072
biogas_methane_pot_animal_manure.1313,1313,Aitkin,Minnesota,9.49006517
biogas_methane_pot_animal_manure.1314,1314,Anoka,Minnesota,5.53638224
biogas_methane_pot_animal_manure.1315,1315,Becker,Minnesota,241.758803
biogas_methane_pot_animal_manure.1316,1316,Beltrami,Minnesota,22.0953787
biogas_methane_pot_animal_manure.1317,1317,Benton,Minnesota,575.877887
biogas_methane_pot_animal_manure.1318,1318,Big Stone,Minnesota,415.976495
biogas_methane_pot_animal_manure.1319,1319,Blue Earth,Minnesota,4996.44449
biogas_methane_pot_animal_manure.1320,1320,Brown,Minnesota,2449.59362
biogas_methane_pot_animal_manure.1326,1326,Clay,Minnesota,162.428227
biogas_methane_pot_animal_manure.1327,1327,Clearwater,Minnesota,52.1133171
biogas_methane_pot_animal_manure.1329,1329,Cottonwood,Minnesota,2166.50784
biogas_methane_pot_animal_manure.1330,1330,Crow Wing,Minnesota,51.0478652
biogas_methane_pot_animal_manure.1341,1341,Hubbard,Minnesota,8.88936984
biogas_methane_pot_animal_manure.1342,1342,Isanti,Minnesota,50.3488526
biogas_methane_pot_animal_manure.1343,1343,Itasca,Minnesota,4.34974992
biogas_methane_pot_animal_manure.1990,1990,Barnes,North Dakota,29.2812929
biogas_methane_pot_animal_manure.1991,1991,Benson,North Dakota,0.82912348
biogas_methane_pot_animal_manure.1322,1322,Carver,Minnesota,422.58629
biogas_methane_pot_animal_manure.1323,1323,Cass,Minnesota,24.6709935
biogas_methane_pot_animal_manure.1324,1324,Chippewa,Minnesota,343.445596
biogas_methane_pot_animal_manure.1333,1333,Douglas,Minnesota,165.535511
biogas_methane_pot_animal_manure.1334,1334,Faribault,Minnesota,2455.65447
biogas_methane_pot_animal_manure.1336,1336,Freeborn,Minnesota,2437.19041
biogas_methane_pot_animal_manure.1338,1338,Grant,Minnesota,167.567708
biogas_methane_pot_animal_manure.1339,1339,Hennepin,Minnesota,37.9006319
biogas_methane_pot_animal_manure.1344,1344,Jackson,Minnesota,2610.28982
biogas_methane_pot_animal_manure.1345,1345,Kanabec,Minnesota,54.6800418
biogas_methane_pot_animal_manure.1346,1346,Kandiyohi,Minnesota,910.47609
biogas_methane_pot_animal_manure.1347,1347,Kittson,Minnesota,0.34246209
biogas_methane_pot_animal_manure.1348,1348,Koochiching,Minnesota,5.05306919
biogas_methane_pot_animal_manure.1349,1349,Lac qui Parle,Minnesota,824.000754
biogas_methane_pot_animal_manure.1351,1351,Lake of the Woods,Minnesota,0.04650102
biogas_methane_pot_animal_manure.1352,1352,Le Sueur,Minnesota,899.117327
biogas_methane_pot_animal_manure.1355,1355,McLeod,Minnesota,260.209855
biogas_methane_pot_animal_manure.1356,1356,Mahnomen,Minnesota,21.7126687
biogas_methane_pot_animal_manure.1357,1357,Marshall,Minnesota,37.8061891
biogas_methane_pot_animal_manure.1358,1358,Martin,Minnesota,6423.60882
biogas_methane_pot_animal_manure.1359,1359,Meeker,Minnesota,289.492076
biogas_methane_pot_animal_manure.1360,1360,Mille Lacs,Minnesota,81.0590247
biogas_methane_pot_animal_manure.1361,1361,Morrison,Minnesota,1320.34035
biogas_methane_pot_animal_manure.1363,1363,Murray,Minnesota,1612.07811
biogas_methane_pot_animal_manure.1364,1364,Nicollet,Minnesota,3001.03735
biogas_methane_pot_animal_manure.1365,1365,Nobles,Minnesota,3956.34867
biogas_methane_pot_animal_manure.1366,1366,Norman,Minnesota,86.613524
biogas_methane_pot_animal_manure.1369,1369,Pennington,Minnesota,5.0290182
biogas_methane_pot_animal_manure.1371,1371,Pipestone,Minnesota,2904.53066
biogas_methane_pot_animal_manure.1372,1372,Polk,Minnesota,194.516072
biogas_methane_pot_animal_manure.1373,1373,Pope,Minnesota,517.933747
biogas_methane_pot_animal_manure.1375,1375,Red Lake,Minnesota,22.2409148
biogas_methane_pot_animal_manure.1376,1376,Redwood,Minnesota,2158.23203
biogas_methane_pot_animal_manure.1377,1377,Renville,Minnesota,2480.26622
biogas_methane_pot_animal_manure.1378,1378,Rice,Minnesota,800.866253
biogas_methane_pot_animal_manure.1379,1379,Rock,Minnesota,2865.98344
biogas_methane_pot_animal_manure.1380,1380,Roseau,Minnesota,28.7787527
biogas_methane_pot_animal_manure.1382,1382,Scott,Minnesota,219.25887
biogas_methane_pot_animal_manure.1383,1383,Sherburne,Minnesota,38.6817886
biogas_methane_pot_animal_manure.1384,1384,Sibley,Minnesota,1171.98097
biogas_methane_pot_animal_manure.1385,1385,Stearns,Minnesota,2676.48414
biogas_methane_pot_animal_manure.1386,1386,Steele,Minnesota,1133.84744
biogas_methane_pot_animal_manure.1387,1387,Stevens,Minnesota,1885.18523
biogas_methane_pot_animal_manure.1388,1388,Swift,Minnesota,311.251202
biogas_methane_pot_animal_manure.1389,1389,Todd,Minnesota,548.904962
biogas_methane_pot_animal_manure.1390,1390,Traverse,Minnesota,236.649817
biogas_methane_pot_animal_manure.1392,1392,Wadena,Minnesota,89.1055265
biogas_methane_pot_animal_manure.1393,1393,Waseca,Minnesota,2741.04627
biogas_methane_pot_animal_manure.1395,1395,Watonwan,Minnesota,2022.76811
biogas_methane_pot_animal_manure.2002,2002,Eddy,North Dakota,0
biogas_methane_pot_animal_manure.2004,2004,Foster,North Dakota,0
biogas_methane_pot_animal_manure.2008,2008,Griggs,North Dakota,0.79281151
biogas_methane_pot_animal_manure.2010,2010,Kidder,North Dakota,4.69081329
biogas_methane_pot_animal_manure.2011,2011,LaMoure,North Dakota,4.4966332
biogas_methane_pot_animal_manure.2012,2012,Logan,North Dakota,8.02061532
biogas_methane_pot_animal_manure.2013,2013,McHenry,North Dakota,28.7060238
biogas_methane_pot_animal_manure.2014,2014,McIntosh,North Dakota,25.5251342
biogas_methane_pot_animal_manure.2020,2020,Nelson,North Dakota,0
biogas_methane_pot_animal_manure.2023,2023,Pierce,North Dakota,3.61997243
biogas_methane_pot_animal_manure.2024,2024,Ramsey,North Dakota,0
biogas_methane_pot_animal_manure.2025,2025,Ransom,North Dakota,597.319852
biogas_methane_pot_animal_manure.2028,2028,Rolette,North Dakota,1.78668987
biogas_methane_pot_animal_manure.2029,2029,Sargent,North Dakota,168.986946
biogas_methane_pot_animal_manure.2030,2030,Sheridan,North Dakota,1.03019205
biogas_methane_pot_animal_manure.2034,2034,Steele,North Dakota,0
biogas_methane_pot_animal_manure.2036,2036,Towner,North Dakota,0
biogas_methane_pot_animal_manure.2040,2040,Wells,North Dakota,4.58589735
biogas_methane_pot_animal_manure.2361,2361,Aurora,South Dakota,312.780696
biogas_methane_pot_animal_manure.2365,2365,Brookings,South Dakota,1355.92613
biogas_methane_pot_animal_manure.2366,2366,Brown,South Dakota,745.838022
biogas_methane_pot_animal_manure.2367,2367,Brule,South Dakota,474.421464
biogas_methane_pot_animal_manure.2368,2368,Buffalo,South Dakota,0
biogas_methane_pot_animal_manure.2370,2370,Campbell,South Dakota,40.0742921
biogas_methane_pot_animal_manure.2372,2372,Clark,South Dakota,1652.35985
biogas_methane_pot_animal_manure.2374,2374,Codington,South Dakota,508.928531
biogas_methane_pot_animal_manure.2377,2377,Davison,South Dakota,798.516378
biogas_methane_pot_animal_manure.2384,2384,Faulk,South Dakota,449.751426
biogas_methane_pot_animal_manure.2385,2385,Grant,South Dakota,918.688776
biogas_methane_pot_animal_manure.2388,2388,Hamlin,South Dakota,746.311394
biogas_methane_pot_animal_manure.2389,2389,Hand,South Dakota,378.904808
biogas_methane_pot_animal_manure.2390,2390,Hanson,South Dakota,759.486657
biogas_methane_pot_animal_manure.2392,2392,Hughes,South Dakota,13.3974036
biogas_methane_pot_animal_manure.2394,2394,Hyde,South Dakota,8.73743714
biogas_methane_pot_animal_manure.2396,2396,Jerauld,South Dakota,210.785967
biogas_methane_pot_animal_manure.2399,2399,Lake,South Dakota,783.928515
biogas_methane_pot_animal_manure.2404,2404,McPherson,South Dakota,704.776899
biogas_methane_pot_animal_manure.2405,2405,Marshall,South Dakota,0
biogas_methane_pot_animal_manure.2408,2408,Miner,South Dakota,277.762567
biogas_methane_pot_animal_manure.2410,2410,Moody,South Dakota,791.972738
biogas_methane_pot_animal_manure.2413,2413,Potter,South Dakota,73.3332368
biogas_methane_pot_animal_manure.2414,2414,Roberts,South Dakota,449.361938
biogas_methane_pot_animal_manure.2415,2415,Sanborn,South Dakota,0
biogas_methane_pot_animal_manure.2417,2417,Spink,South Dakota,535.715619
biogas_methane_pot_animal_manure.2418,2418,Stanley,South Dakota,0
biogas_methane_pot_animal_manure.2419,2419,Sully,South Dakota,0
biogas_methane_pot_animal_manure.2424,2424,Walworth,South Dakota,142.915052
biogas_methane_pot_animal_manure.1687,1687,Garden,Nebraska,0.4688978
biogas_methane_pot_animal_manure.1703,1703,Keith,Nebraska,0.26141113
biogas_methane_pot_animal_manure.243,243,Adams,Colorado,85.1113044
biogas_methane_pot_animal_manure.244,244,Alamosa,Colorado,4.64163488
biogas_methane_pot_animal_manure.245,245,Arapahoe,Colorado,17.888081
biogas_methane_pot_animal_manure.265,265,Fremont,Colorado,59.2459497
biogas_methane_pot_animal_manure.266,266,Garfield,Colorado,5.92084972
biogas_methane_pot_animal_manure.267,267,Gilpin,Colorado,0
biogas_methane_pot_animal_manure.268,268,Grand,Colorado,0.97778263
biogas_methane_pot_animal_manure.269,269,Gunnison,Colorado,1.68171796
biogas_methane_pot_animal_manure.270,270,Hinsdale,Colorado,0
biogas_methane_pot_animal_manure.271,271,Huerfano,Colorado,0.61777155
biogas_methane_pot_animal_manure.272,272,Jackson,Colorado,0
biogas_methane_pot_animal_manure.273,273,Jefferson,Colorado,0.37452919
biogas_methane_pot_animal_manure.274,274,Kiowa,Colorado,0.18332535
biogas_methane_pot_animal_manure.275,275,Kit Carson,Colorado,0
biogas_methane_pot_animal_manure.276,276,Lake,Colorado,0
biogas_methane_pot_animal_manure.277,277,La Plata,Colorado,6.8823824
biogas_methane_pot_animal_manure.278,278,Larimer,Colorado,278.339793
biogas_methane_pot_animal_manure.279,279,Las Animas,Colorado,1.81269305
biogas_methane_pot_animal_manure.280,280,Lincoln,Colorado,11.6423535
biogas_methane_pot_animal_manure.281,281,Logan,Colorado,444.021647
biogas_methane_pot_animal_manure.282,282,Mesa,Colorado,5.27987331
biogas_methane_pot_animal_manure.246,246,Archuleta,Colorado,0.33393057
biogas_methane_pot_animal_manure.247,247,Baca,Colorado,0
biogas_methane_pot_animal_manure.248,248,Bent,Colorado,0.00427307
biogas_methane_pot_animal_manure.249,249,Boulder,Colorado,4.75851058
biogas_methane_pot_animal_manure.250,250,Broomfield,Colorado,0
biogas_methane_pot_animal_manure.251,251,Chaffee,Colorado,0.25044793
biogas_methane_pot_animal_manure.287,287,Morgan,Colorado,777.007947
biogas_methane_pot_animal_manure.288,288,Otero,Colorado,3.36053901
biogas_methane_pot_animal_manure.289,289,Ouray,Colorado,0
biogas_methane_pot_animal_manure.290,290,Park,Colorado,0.98537374
biogas_methane_pot_animal_manure.252,252,Cheyenne,Colorado,0
biogas_methane_pot_animal_manure.253,253,Clear Creek,Colorado,0
biogas_methane_pot_animal_manure.254,254,Conejos,Colorado,12.2103031
biogas_methane_pot_animal_manure.255,255,Costilla,Colorado,1.98716544
biogas_methane_pot_animal_manure.256,256,Crowley,Colorado,2.85278839
biogas_methane_pot_animal_manure.257,257,Custer,Colorado,0
biogas_methane_pot_animal_manure.258,258,Delta,Colorado,44.5429878
biogas_methane_pot_animal_manure.259,259,Denver,Colorado,0
biogas_methane_pot_animal_manure.260,260,Dolores,Colorado,1.42171848
biogas_methane_pot_animal_manure.261,261,Douglas,Colorado,2.92189246
biogas_methane_pot_animal_manure.262,262,Eagle,Colorado,0
biogas_methane_pot_animal_manure.263,263,Elbert,Colorado,4.6811211
biogas_methane_pot_animal_manure.264,264,El Paso,Colorado,19.4186225
biogas_methane_pot_animal_manure.283,283,Mineral,Colorado,0
biogas_methane_pot_animal_manure.284,284,Moffat,Colorado,8.10278548
biogas_methane_pot_animal_manure.285,285,Montezuma,Colorado,1.5151
biogas_methane_pot_animal_manure.286,286,Montrose,Colorado,26.3974302
biogas_methane_pot_animal_manure.291,291,Phillips,Colorado,0.01256784
biogas_methane_pot_animal_manure.292,292,Pitkin,Colorado,0.20624101
biogas_methane_pot_animal_manure.296,296,Rio Grande,Colorado,0.70259476
biogas_methane_pot_animal_manure.297,297,Routt,Colorado,1.69649029
biogas_methane_pot_animal_manure.298,298,Saguache,Colorado,1.40731402
biogas_methane_pot_animal_manure.299,299,San Juan,Colorado,0
biogas_methane_pot_animal_manure.300,300,San Miguel,Colorado,2.35008181
biogas_methane_pot_animal_manure.293,293,Prowers,Colorado,0.52706037
biogas_methane_pot_animal_manure.294,294,Pueblo,Colorado,10.991259
biogas_methane_pot_animal_manure.295,295,Rio Blanco,Colorado,10.4723086
biogas_methane_pot_animal_manure.301,301,Sedgwick,Colorado,0
biogas_methane_pot_animal_manure.302,302,Summit,Colorado,0
biogas_methane_pot_animal_manure.303,303,Teller,Colorado,0.13357223
biogas_methane_pot_animal_manure.304,304,Washington,Colorado,45.601212
biogas_methane_pot_animal_manure.305,305,Weld,Colorado,1699.0772
biogas_methane_pot_animal_manure.306,306,Yuma,Colorado,0.11545658
biogas_methane_pot_animal_manure.1655,1655,Arthur,Nebraska,0
biogas_methane_pot_animal_manure.1731,1731,Scotts Bluff,Nebraska,125.451585
biogas_methane_pot_animal_manure.898,898,Cheyenne,Kansas,4.93176411
biogas_methane_pot_animal_manure.920,920,Grant,Kansas,0
biogas_methane_pot_animal_manure.922,922,Greeley,Kansas,0
biogas_methane_pot_animal_manure.924,924,Hamilton,Kansas,819.430732
biogas_methane_pot_animal_manure.933,933,Kearny,Kansas,0
biogas_methane_pot_animal_manure.941,941,Logan,Kansas,0
biogas_methane_pot_animal_manure.951,951,Morton,Kansas,0
biogas_methane_pot_animal_manure.963,963,Rawlins,Kansas,1.31410642
biogas_methane_pot_animal_manure.977,977,Sherman,Kansas,0
biogas_methane_pot_animal_manure.980,980,Stanton,Kansas,486.602883
biogas_methane_pot_animal_manure.981,981,Stevens,Kansas,0
biogas_methane_pot_animal_manure.983,983,Thomas,Kansas,5.25642569
biogas_methane_pot_animal_manure.986,986,Wallace,Kansas,0
biogas_methane_pot_animal_manure.988,988,Wichita,Kansas,0
biogas_methane_pot_animal_manure.1656,1656,Banner,Nebraska,0.33589638
biogas_methane_pot_animal_manure.1667,1667,Chase,Nebraska,0
biogas_methane_pot_animal_manure.1669,1669,Cheyenne,Nebraska,0
biogas_methane_pot_animal_manure.1677,1677,Deuel,Nebraska,0.28791119
biogas_methane_pot_animal_manure.1681,1681,Dundy,Nebraska,4.5909646
biogas_methane_pot_animal_manure.1690,1690,Grant,Nebraska,0
biogas_methane_pot_animal_manure.1695,1695,Hayes,Nebraska,25.7859366
biogas_methane_pot_animal_manure.1696,1696,Hitchcock,Nebraska,0
biogas_methane_pot_animal_manure.1698,1698,Hooker,Nebraska,0
biogas_methane_pot_animal_manure.1705,1705,Kimball,Nebraska,2.9544453
biogas_methane_pot_animal_manure.1711,1711,McPherson,Nebraska,0.71759861
biogas_methane_pot_animal_manure.1714,1714,Morrill,Nebraska,0.86373356
biogas_methane_pot_animal_manure.1720,1720,Perkins,Nebraska,0
biogas_methane_pot_animal_manure.3129,3129,Laramie,Wyoming,0
biogas_methane_pot_animal_manure.3137,3137,Sweetwater,Wyoming,1.03129435
biogas_methane_pot_animal_manure.3119,3119,Albany,Wyoming,0
biogas_methane_pot_animal_manure.3122,3122,Carbon,Wyoming,1.63697515
biogas_methane_pot_animal_manure.2573,2573,Crane,Texas,0
biogas_methane_pot_animal_manure.2576,2576,Culberson,Texas,0
biogas_methane_pot_animal_manure.2592,2592,El Paso,Texas,2.24110002
biogas_methane_pot_animal_manure.2636,2636,Hudspeth,Texas,0
biogas_methane_pot_animal_manure.2672,2672,Loving,Texas,0
biogas_methane_pot_animal_manure.2716,2716,Reeves,Texas,0
biogas_methane_pot_animal_manure.1794,1794,Bernalillo,New Mexico,804.286136
